INFO 2025-10-13 13:09:30,498 autoreload 85247 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 13:09:50,941 autoreload 85362 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 13:10:01,875 basehttp 85362 6198013952 "GET /escalas/ HTTP/1.1" 302 0
INFO 2025-10-13 13:10:01,888 basehttp 85362 6198013952 "GET /auth/login/?next=/escalas/ HTTP/1.1" 200 12318
INFO 2025-10-13 13:10:28,777 basehttp 85362 6198013952 "GET /auth/login/?next=/escalas/ HTTP/1.1" 200 12318
INFO 2025-10-13 13:10:32,776 basehttp 85362 6198013952 "POST /auth/login/?next=/escalas/ HTTP/1.1" 200 12954
INFO 2025-10-13 13:10:51,193 basehttp 85362 6198013952 "POST /auth/login/?next=/escalas/ HTTP/1.1" 200 12954
INFO 2025-10-13 13:10:54,337 basehttp 85362 6198013952 "POST /auth/login/?next=/escalas/ HTTP/1.1" 200 12954
INFO 2025-10-13 17:53:31,817 autoreload 22358 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 17:53:43,724 basehttp 22358 6159822848 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-13 18:13:27,818 autoreload 24967 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 18:13:34,938 basehttp 24967 6170161152 "GET / HTTP/1.1" 302 0
INFO 2025-10-13 18:13:34,948 basehttp 24967 6170161152 "GET /auth/login/ HTTP/1.1" 200 12927
INFO 2025-10-13 18:13:45,272 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13563
INFO 2025-10-13 18:13:52,418 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13552
INFO 2025-10-13 18:13:53,750 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13552
INFO 2025-10-13 18:14:00,362 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13555
INFO 2025-10-13 18:14:08,653 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13555
INFO 2025-10-13 18:14:12,881 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13555
INFO 2025-10-13 18:14:16,629 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13555
INFO 2025-10-13 18:14:19,080 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13555
INFO 2025-10-13 18:14:25,472 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13552
INFO 2025-10-13 18:15:57,130 basehttp 24967 6170161152 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-13 18:15:57,776 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 200 13552
INFO 2025-10-13 18:16:01,850 autoreload 25428 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 18:16:03,069 basehttp 24967 6170161152 "POST /auth/login/ HTTP/1.1" 302 0
INFO 2025-10-13 18:16:03,074 views 24967 6170161152 Gerando dashboard com consultas otimizadas
INFO 2025-10-13 18:16:03,089 basehttp 24967 6170161152 "GET /core/ HTTP/1.1" 200 49708
INFO 2025-10-13 18:16:06,359 basehttp 24967 6170161152 "GET /escalas/ HTTP/1.1" 200 31053
INFO 2025-10-13 18:16:07,972 basehttp 24967 6170161152 "GET /escalas/ano/2025/ HTTP/1.1" 200 43534
INFO 2025-10-13 18:16:09,658 basehttp 24967 6170161152 "GET /escalas/gerenciar/10/2025/ HTTP/1.1" 200 44936
INFO 2025-10-13 18:16:11,375 basehttp 24967 6170161152 "POST /escalas/gerenciar/10/2025/ HTTP/1.1" 302 0
INFO 2025-10-13 18:16:11,399 basehttp 24967 6170161152 "GET /escalas/visualizar/2025-10-01/ HTTP/1.1" 200 167258
INFO 2025-10-13 18:16:12,271 basehttp 24967 6203813888 "GET /admin/?id=30d31e01-845b-440c-a224-4c19425a56a0&vscodeBrowserReqId=1760390172249 HTTP/1.1" 302 0
INFO 2025-10-13 18:16:12,308 basehttp 24967 6203813888 "GET /admin/login/?next=/admin/%3Fid%3D30d31e01-845b-440c-a224-4c19425a56a0%26vscodeBrowserReqId%3D1760390172249 HTTP/1.1" 200 4381
INFO 2025-10-13 18:16:13,167 basehttp 24967 6170161152 "GET /escalas/puxar-dados/01-10-2025/ HTTP/1.1" 200 32635
WARNING 2025-10-13 18:17:09,710 log 24967 6170161152 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:17:09,713 basehttp 24967 6170161152 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
WARNING 2025-10-13 18:18:09,694 log 24967 6170161152 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:18:09,695 basehttp 24967 6170161152 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
WARNING 2025-10-13 18:19:09,939 log 24967 6170161152 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:19:09,941 basehttp 24967 6170161152 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
INFO 2025-10-13 18:19:26,323 autoreload 24967 8798652416 /Users/anderson/my_folders/repositoriolocal/fretamento-intertouring/escalas/views.py changed, reloading.
INFO 2025-10-13 18:19:26,896 autoreload 25770 8798652416 Watching for file changes with StatReloader
WARNING 2025-10-13 18:20:09,965 log 25770 6204452864 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:20:09,966 basehttp 25770 6204452864 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
INFO 2025-10-13 18:20:54,319 autoreload 25770 8798652416 /Users/anderson/my_folders/repositoriolocal/fretamento-intertouring/escalas/urls.py changed, reloading.
INFO 2025-10-13 18:20:54,766 autoreload 25929 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 18:22:50,752 autoreload 25929 8798652416 /Users/anderson/my_folders/repositoriolocal/fretamento-intertouring/escalas/services.py changed, reloading.
INFO 2025-10-13 18:22:51,148 autoreload 26078 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 18:23:07,951 autoreload 26078 8798652416 /Users/anderson/my_folders/repositoriolocal/fretamento-intertouring/escalas/views.py changed, reloading.
INFO 2025-10-13 18:23:08,304 autoreload 26106 8798652416 Watching for file changes with StatReloader
INFO 2025-10-13 18:23:50,228 views 26106 6207418368 Lista Arquivos - Total arquivos: 0, Total serviços: 0
INFO 2025-10-13 18:23:50,229 views 26106 6207418368 Hora formatada: 13/10/2025 às 21:23
INFO 2025-10-13 18:23:50,285 basehttp 26106 6207418368 "GET /core/arquivos/ HTTP/1.1" 200 50449
INFO 2025-10-13 18:23:53,835 basehttp 26106 6207418368 "GET /core/upload/ HTTP/1.1" 200 28303
INFO 2025-10-13 18:24:21,849 processors 26106 6207418368 Planilha lida com 58 linhas e 15 colunas
INFO 2025-10-13 18:24:21,859 processors 26106 6207418368 Linhas removidas durante a limpeza: 0
INFO 2025-10-13 18:24:21,876 processors 26106 6207418368 Inseridos 58 serviços usando bulk_create
INFO 2025-10-13 18:24:21,886 basehttp 26106 6207418368 "POST /core/upload/ HTTP/1.1" 302 0
INFO 2025-10-13 18:24:21,910 views 26106 6207418368 Lista Arquivos - Total arquivos: 1, Total serviços: 58
INFO 2025-10-13 18:24:21,910 views 26106 6207418368 Hora formatada: 13/10/2025 às 21:24
INFO 2025-10-13 18:24:21,913 basehttp 26106 6207418368 "GET /core/arquivos/ HTTP/1.1" 200 54223
INFO 2025-10-13 18:24:26,060 basehttp 26106 6207418368 "GET /escalas/ HTTP/1.1" 200 31931
INFO 2025-10-13 18:24:27,874 basehttp 26106 6207418368 "GET /escalas/ano/2025/ HTTP/1.1" 200 44017
INFO 2025-10-13 18:24:29,826 basehttp 26106 6207418368 "GET /escalas/gerenciar/10/2025/ HTTP/1.1" 200 49443
INFO 2025-10-13 18:24:31,788 basehttp 26106 6207418368 "GET /escalas/visualizar/01-10-2025/ HTTP/1.1" 200 167488
INFO 2025-10-13 18:24:33,775 basehttp 26106 6207418368 "GET /escalas/puxar-dados/01-10-2025/ HTTP/1.1" 200 33717
INFO 2025-10-13 18:24:36,908 basehttp 26106 6207418368 "POST /escalas/puxar-dados/01-10-2025/ HTTP/1.1" 302 0
INFO 2025-10-13 18:24:36,952 basehttp 26106 6207418368 "GET /escalas/visualizar/01-10-2025/ HTTP/1.1" 200 536378
INFO 2025-10-13 18:24:44,549 basehttp 26106 6207418368 "GET /escalas/exportar-van/01-10-2025/VAN1/ HTTP/1.1" 200 7976
INFO 2025-10-13 18:25:09,462 basehttp 26106 6207418368 "GET /escalas/exportar-van/01-10-2025/VAN2/ HTTP/1.1" 200 8155
WARNING 2025-10-13 18:25:37,022 log 26106 6207418368 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:25:37,023 basehttp 26106 6207418368 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
INFO 2025-10-13 18:26:14,064 autoreload 26106 8798652416 /Users/anderson/my_folders/repositoriolocal/fretamento-intertouring/escalas/views.py changed, reloading.
INFO 2025-10-13 18:26:14,575 autoreload 26456 8798652416 Watching for file changes with StatReloader
WARNING 2025-10-13 18:26:37,030 log 26456 6171865088 Not Found: /api/dashboard/updates/
WARNING 2025-10-13 18:26:37,031 basehttp 26456 6171865088 "GET /api/dashboard/updates/ HTTP/1.1" 404 2840
INFO 2025-10-13 18:26:47,580 basehttp 26456 6171865088 "POST /escalas/mover-servico/ HTTP/1.1" 200 63
INFO 2025-10-13 18:26:48,699 basehttp 26456 6171865088 "GET /escalas/visualizar/01-10-2025/ HTTP/1.1" 200 535751
